"Severity","ThreadID","Date","Time","Application","Message"
"ERROR","web-0","03/27/2013","22:59:52","","Can't cast String [/Applications/railo-express-4.0.2.002-macosx/webapps/railo/WEB-INF/railo/temp/tmp-137.upload] to a boolean"
"ERROR","web-0","03/27/2013","23:04:05","","No matching property [FILEDATA] found in [string]"
"ERROR","web-0","03/27/2013","23:16:49","","Invalid Syntax Closing [#] not found"
"ERROR","web-0","03/27/2013","23:17:07","","can't find Format (application/pdf) of given image"
"ERROR","web-0","03/27/2013","23:33:42","","Invalid Syntax Closing [#] not found"
"ERROR","web-0","03/27/2013","23:34:00","","Invalid Identifier."
"ERROR","web-0","03/27/2013","23:36:04","","No matching function [GETWEBPATH] found"
"ERROR","web-0","03/27/2013","23:37:25","","variable [GETCURRENTTEMPLATEPATH] doesn't exist"
"ERROR","web-0","03/27/2013","23:37:48","","too few attributes in function [GetDirectoryFromPath]"
"ERROR","web-0","03/27/2013","23:44:44","","too few attributes in function [GetDirectoryFromPath]"
"ERROR","web-0","03/28/2013","00:13:15","","key [Main] doesn't exist in struct (keys:)"
"ERROR","web-0","03/28/2013","02:07:00","","No matching Method/Function for Boolean.hasErrors() found"
"ERROR","web-0","03/28/2013","02:13:28","","No matching Method/Function for Boolean.save() found"
"ERROR","web-0","03/28/2013","17:06:48","","The required parameter [user] was not provided."
"ERROR","web-0","03/28/2013","17:07:29","","End Tag [cfelse] is not allowed, for this tag only a Start Tag is allowed"
"ERROR","web-0","03/28/2013","17:07:35","","No matching property [URL_ID] found in [boolean]"
"ERROR","web-0","03/28/2013","17:07:53","","No matching property [ADMIN] found in [boolean]"
"ERROR","web-0","03/28/2013","17:09:20","","No matching property [ADMIN] found in [boolean]"
"ERROR","web-0","03/28/2013","18:02:56","","No matching Method/Function [photos] for call with named arguments found "
"ERROR","web-0","03/28/2013","18:03:34","","No matching Method/Function [photos] for call with named arguments found "
"ERROR","web-0","03/28/2013","18:04:03","","No matching Method/Function [photos] for call with named arguments found "
"ERROR","web-0","03/28/2013","18:04:53","","No matching Method/Function [photos] for call with named arguments found "
"ERROR","web-0","03/28/2013","18:05:40","","No matching Method/Function [photos] for call with named arguments found "
"ERROR","web-0","03/28/2013","18:05:43","","No matching Method/Function [photos] for call with named arguments found "
"ERROR","web-0","03/28/2013","19:42:03","","key [USER] doesn't exist in struct (keys:action,controller)"
